Duct Distance(mm),Duct Diameter (mm),Static Head (mm),Total Head (mm),Repeat Static Head (mm),
0,25,161,161,161
60.28,13.9,151,161,151
68.68,11.8,141,161,141
73.18,10.7,135,160,135
81.08,10,127,160,128
141.54,25,135,150,140
