Duct Distance (mm),Duct Diameter (mm),Static Head (mm),Total Head (mm),Repeat Static Head (mm),
0,25,215,219,215
60.28,13.9,184,219,183
68.68,11.8,145,218,145
73.18,10.7,122,217,123
81.08,10,101,215,97
141.54,25,135,163,145
